sid	001B	003B	013B	014B	019B	020B	025B	026B	045B	052B	064B	069B	070B	087B	093B	099B	100B	101B	147B	148B	150B	169B	186B	187B	503A	505A	507A	509A	004B	005B	009B	012B	016B	017B	027B	028B	030B	035B	037B	038B	040B	041B	049B	053B	056B	061B	067B	068B	072B	078B	082B	088B	089B	103B	104B	105B	107B	108B	109B	110B	112B	126B	128B	140B	142B	144B	170B	172B	174B	176B	178B	179B	008B	029B	032B	033B	034B	036B	047B	051B	071B	073B	075B	076B	079B	080B	084B	090B	091B	092B	094B	096B	097B	102B	502A	504A	506A	508A	011B	018B	021B	031B	042B	043B	055B	057B	060B	062B	063B	066B	077B	085B	086B	119B
group	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	HLT	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	ERA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	PsA	PsA	PsA	PsA	PsA	PsA	PsA	PsA	PsA	PsA	PsA	PsA	PsA	PsA	PsA	PsA
Otu56	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	350	0	32	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	187	678	0	0	0	8	0	0	0	26	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	659	0	0	0	653	0	0	0	0	0	0	0
Otu57	0	0	0	0	9	0	0	0	0	12	0	0	0	19	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	79	30	0	38	0	0	0	0	0	14	0	1492	0	20	20	13	0	13	1	0	0	665	0	0	0	0	0	20	0	1	0	0	55	49	0	0	7	296	0	0	0	327	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	6	0	0	0	0	0	252	0
Otu58	28	0	0	0	0	27	38	0	6	0	0	0	527	0	0	0	170	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	9	0	352	0	0	0	0	0	0	0	0	60	0	0	0	36	2	0	0	257	0	2	0	0	0	0	0	0	0	0	5	0	26	0	0	0
Otu59	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	1126	0	0	0	398	0	0	0	0	0	0	0	0	1974	21	0	290	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	1	0	0	0	0	0	0	0	0	0	0	1723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu60	0	141	0	0	0	59	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	1391	0	0	0	79	0	0	0	41	0	2	0	8	0	0	0	8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	36	0	0	0	0	10	4	0	0	0	0	0	5	0	0	0	0	4	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	3
Otu61	32	0	0	33	27	63	570	54	0	9	0	0	306	66	0	0	9	0	0	0	0	171	0	0	0	0	0	10	0	35	529	0	23	488	0	155	0	2	32	6	2	0	172	22	55	0	30	0	9	0	205	49	0	48	506	42	9	0	0	27	4	13	3	0	0	112	1	7	0	2	49	0	0	57	0	0	3	134	0	17	0	0	102	0	0	0	0	261	0	0	1	0	0	24	0	0	0	0	0	0	0	208	0	0	0	1	0	0	0	0	0	0	51	192
Otu62	44	402	0	52	155	568	16	0	145	28	0	0	247	33	57	0	1	0	0	0	0	88	0	1	0	0	0	51	0	3	230	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	10	1	0	0	0	0	21	0	0	0	10	94	28	0	0	33	8	0	0	61	1	72	153	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	5	0
Otu63	0	77	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	116	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	729	0	369	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	269	529	0	0	0	0	0
Otu64	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	698	0	1	1073	0	0	0	0	0	0	767	0	0	0	0	532	13	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	0	0	0	0
Otu65	0	0	30	19	0	0	2	50	0	0	0	16	37	7	16	112	0	259	0	68	0	27	0	0	0	0	1108	0	0	193	9	305	17	100	0	0	0	76	0	0	16	0	0	0	40	0	0	0	0	8	0	29	0	0	0	53	29	1	0	0	0	0	32	6	15	0	0	0	81	83	1	0	1	0	1	29	0	19	0	1	0	21	0	0	51	4	19	2	0	0	0	0	0	0	0	0	936	0	22	101	0	492	0	0	34	43	0	0	13	0	0	0	50	121
Otu66	0	322	0	75	36	2	9	7	1	0	0	0	1	1	1	1	10	1	0	0	9	3	0	8	0	0	0	97	0	0	0	0	0	0	0	330	0	159	0	0	0	1	0	0	7	0	22	2	0	1	3	1	0	6	0	4	0	0	23	11	15	4	2	1	0	12	0	4	0	0	0	22	0	0	142	2	3	3	0	1	0	0	328	0	19	0	0	274	6	0	20	0	0	1	0	7	0	0	0	0	0	1	3	17	0	0	1	0	1	0	0	0	0	1
Otu67	0	67	0	1	0	18	0	0	4	0	0	0	0	0	1	0	0	0	6	0	91	0	0	0	0	0	0	0	53	0	0	0	57	265	0	0	0	161	7	0	0	42	0	11	0	103	0	0	0	27	0	3	1	0	0	0	0	10	4	17	21	0	0	0	0	0	3	61	45	0	0	0	0	79	99	0	0	0	0	27	62	8	0	0	0	88	353	14	0	3	0	0	25	1	0	0	0	0	5	0	0	3	0	0	0	0	0	0	62	3	0	0	0	10
Otu68	0	0	0	0	49	0	0	0	0	156	0	10	58	170	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	5	0	434	0	74	79	0	0	124	0	0	0	0	35	0	68	23	0	30	0	0	76	0	0	0	47	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	2	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0
Otu69	56	145	240	17	77	80	20	187	111	7	168	162	45	113	71	71	33	123	6	121	25	32	6	263	107	67	122	52	111	113	53	105	14	28	60	80	75	58	25	91	52	36	116	49	34	26	43	29	39	32	35	70	7	78	92	48	27	22	81	30	7	5	29	43	63	20	44	55	79	77	6	182	863	13	39	197	17	18	44	33	130	103	33	248	21	18	109	178	324	396	17	53	88	52	82	7	0	150	82	29	150	282	33	41	56	0	14	67	110	526	28	30	35	231
Otu70	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	268	0	0	0	0	0	0	0	146	0	652	0	35	39	80	0	251	0	0	0	46	18	81	229	0	0	34	68	0	0	0	112	0	0	0	105	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	393	0	0	0	0	0	0	0	0	0	0	103	0
Otu71	78	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	8	4	22	0	0	0	0	0	0	0	0	0	327	0	0	3	0	3	0	0	0	11	0	773	0	0	0	0	0	38	264	0	0	0	0	47	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu72	6	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	0	219	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	1	0	845	1257	0	0	0	16	0	0	0	0	0	0	0	0	0	91	0	0	0	583	0	0	0	0	3	0
Otu73	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	66	0	0	0	0	0	0	0	0	1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
Otu74	43	45	0	0	0	98	35	49	1	0	0	0	30	46	0	0	33	35	70	37	24	3	0	35	0	0	0	6	0	5	8	0	0	322	0	30	0	19	0	0	0	57	0	4	0	5	0	0	0	50	0	51	0	0	0	0	0	1	0	57	17	0	1	26	8	0	42	62	0	0	3	144	0	42	0	0	0	18	0	0	0	0	60	121	0	64	15	136	0	0	3	0	16	48	0	0	0	0	187	0	0	4	1	0	0	129	0	0	95	0	74	0	0	58
Otu75	0	0	0	0	0	0	0	0	0	1	0	0	138	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	89	0	11	0	0	0	197	311	63	60	1	53	0	0	0	8	0	0	0	0	0	0	9	0	0	0	42	121	0	0	36	47	0	63	151	125	0	0	0	0	0	0	0	0	20	0	0	0	104	0	0	0	0	0	0	92	0	0	0	0	0	0	149	0	69	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	0
Otu76	0	0	0	0	0	0	0	0	0	273	0	0	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1816	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	1294	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	155	22	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0
Otu78	21	25	2	3190	0	0	30	0	16	0	0	21	16	6	5	1	2	9	0	5	0	19	0	0	237	0	70	0	0	17	0	0	3	0	396	2	71	3	10	9	14	1	9	0	40	0	42	4	7	19	2	98	90	0	38	3	9	16	4	3	4	0	1	5	0	9	4	0	0	0	3	0	23	14	54	19	19	8	10	7	0	0	16	6	0	4	21	19	41	0	0	62	0	16	0	0	4	6	1	1	2	52	11	44	43	3	616	0	0	574	0	0	6	0
Otu79	50	32	0	11	2	0	3	0	118	0	0	0	48	23	0	0	45	90	6	0	0	0	4	82	0	0	0	11	37	1	1	0	10	31	0	18	1	17	0	14	2	0	0	11	43	43	80	0	0	3	0	0	0	2	0	0	0	23	56	18	7	0	0	14	0	0	3	99	0	5	32	172	0	2	47	19	0	37	0	0	21	0	65	6	0	174	0	48	0	16	0	0	2	15	0	0	0	0	0	0	4	1	23	0	0	6	0	0	0	0	16	0	24	46
Otu80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu81	0	0	0	0	0	0	0	0	0	0	0	0	2948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu82	0	5	0	4	4	22	0	36	14	0	0	16	0	36	0	416	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	44	0	15	0	110	0	0	2	103	1	5	0	7	0	0	44	2	0	0	0	175	0	0	0	0	0	13	18	0	0	0	0	0	17	1	0	3	0	0	0	0	0	22	0	0	0	205	0	0	0	0	63	0	0	0	0	0	0	23	45	17	0	0	0	0	0	0	0	4	7	0
Otu83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	149	18	33	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu84	16	14	0	1	12	133	18	69	0	7	0	0	113	14	4	0	33	0	0	0	6	10	0	4	0	0	0	6	15	22	57	1	0	46	1	35	0	3	8	2	19	24	22	5	22	6	14	6	9	23	79	38	2	3	141	12	10	18	200	44	26	10	3	24	0	21	25	8	0	0	0	3	0	15	37	4	10	123	0	53	32	134	3	0	0	0	0	16	0	4	1	0	94	0	0	0	0	24	0	14	0	60	0	14	0	0	0	0	0	0	0	0	4	122
Otu85	0	0	0	0	1030	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	18	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841	0	0
Otu86	7	11	0	0	12	57	14	44	8	2	0	0	137	89	11	0	107	66	3	11	50	14	5	0	0	0	0	1	13	7	5	4	13	16	9	11	0	90	2	21	5	11	14	21	15	3	12	0	3	13	16	26	1	43	14	7	5	19	10	23	77	12	2	5	14	4	26	48	0	12	16	34	59	9	46	56	6	27	1	25	0	0	9	2	3	5	80	55	0	74	1	2	0	23	6	0	0	15	68	0	0	62	6	0	0	17	9	1	0	94	24	0	16	75
Otu87	0	0	0	0	436	0	0	0	0	1	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	22	0	737	11	777	0	33	0	0	0	0	0	0	0	4	0	6	0	301	0	0	152	8	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu88	0	4	0	14	3	35	0	0	2	5	2	18	5	1	0	1	2	1	0	1	0	0	2	0	14	5	55	1	27	4	0	1	0	0	4	7	0	12	2	0	382	1	0	0	0	0	0	0	105	0	0	0	10	4	63	0	1	24	128	20	2	0	1	0	93	18	160	10	0	1	3	0	39	34	6	2	3	43	0	265	1	2	1	10	21	176	4	1	0	0	4	8	44	4	1	2	0	0	1	1	0	4	0	130	1	10	0	2	0	1	17	0	30	7
Otu89	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	256	0	26	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	236	141	0	0	0	5	1	0	0	349	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	904	0	0	0	752	0	0	0	0	0	0	0
Otu90	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033	0	0	0
Otu92	17	58	36	10	0	24	37	16	88	0	9	21	6	0	1	6	1	33	0	0	0	0	0	0	221	9	43	13	2	0	0	10	0	0	26	3	9	0	0	0	0	0	0	0	0	1	4	0	0	2	0	11	0	0	7	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	111	3	4	151	0	30	7	3	52	1	0	464	11	26	1	1	0	0	0	2	0	27	32	22	15	19	1	0	1	0	16	2	0	0	0	29	39	50	9	0	0	11
Otu93	19	0	0	0	1	0	39	0	0	0	0	0	0	0	39	142	6	1	77	0	0	0	48	7	0	0	125	0	8	6	6	13	0	3	0	21	14	18	0	6	0	0	36	0	6	16	0	0	8	0	9	0	4	6	106	23	0	0	13	23	1	0	2	1	0	0	0	0	0	0	26	11	0	17	13	17	0	37	0	1	17	0	0	13	0	7	17	39	0	7	0	0	210	66	0	132	0	0	163	3	1	0	0	17	0	0	0	0	3	9	0	0	0	156
Otu94	74	28	84	0	48	56	4	76	12	4	0	0	79	0	1	0	12	0	0	0	2	0	2	0	0	24	210	9	0	20	9	39	0	0	0	22	12	5	0	0	0	0	4	3	9	0	0	3	0	0	14	9	0	6	48	2	1	10	0	18	1	0	0	11	10	14	0	0	0	0	3	0	0	0	1	143	9	1	0	0	0	70	4	137	17	0	0	9	0	0	0	0	0	2	0	41	0	21	3	0	0	117	0	0	0	0	0	44	13	0	13	0	0	38
Otu95	0	21	0	0	67	19	8	29	4	25	51	0	0	17	16	0	35	31	40	14	0	0	0	6	0	0	0	24	13	31	10	35	0	37	94	44	29	37	14	11	42	33	12	18	7	6	11	3	28	22	6	9	22	22	32	14	16	24	28	12	19	3	12	6	57	20	18	27	0	24	11	0	0	17	29	0	20	55	15	33	0	0	15	0	40	16	0	13	0	41	28	0	25	14	0	0	0	79	0	0	90	96	0	0	0	0	42	0	50	0	213	2	25	6
Otu96	0	160	0	0	0	781	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu97	0	0	0	33	25	0	0	36	16	2	0	0	0	0	9	0	34	0	0	0	0	25	0	0	0	0	0	17	0	19	27	0	0	0	0	122	0	0	1	0	6	0	0	2	60	0	8	0	0	0	178	0	0	2	0	122	2	2	143	0	1	78	15	0	0	218	0	5	0	0	14	4	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Otu98	0	0	59	0	41	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	583	167	20	0	25	0	120	0	0	11	352	0	168	0	122	64	13	0	0	16	18	0	126	0	21	184	0	0	51	103	208	48	0	23	163	0	0	34	0	9	0	0	0	0	317	0	14	0	60	0	0	78	0	0	0	0	0	0	0	0	0	0	171	1194	109	0	0	0	0	0	0	0	0	324	0	1	0	0	0	0	0	0	0	0	79	0
Otu99	223	0	0	0	0	0	588	560	0	0	0	0	0	0	2	0	0	0	0	0	0	42	0	0	0	0	0	32	0	157	0	153	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	16	13	0	0	3	0	0	0	51	66	25	0	0	0	0	0	24	0	0	0	134	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu100	1	0	0	37	8	1	0	28	10	2	0	0	169	124	5	0	0	0	99	0	47	12	0	1	0	0	0	0	0	31	18	0	54	0	0	190	0	128	0	1	0	250	124	4	37	0	0	0	70	0	0	7	34	141	0	0	30	0	71	182	0	7	11	0	0	0	9	58	0	0	0	3	0	294	441	0	0	0	0	0	18	0	5	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	24	0
Otu101	13	0	30	59	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	53	0	127	0	8	0	0	0	2	2	0	27	0	0	0	4	0	0	3	79	0	0	0	10	0	0	0	0	20	16	0	0	0	0	0	0	0	0	18	0	0	7	0	8	0	0	0	0	0	136	0	69	0	69	0	0	150	66	0	0	0	16	0	0	0	5	91	0	0	0	0	1	0	0	105	0	0	0	0	8	0	0	0
Otu102	190	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	48	0	0	1338	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	54	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	14	0	0	0	0	2	0	0	26	0	0	0	0	0	3	2	0
Otu103	50	63	0	10	39	36	7	174	0	6	2	0	40	25	85	196	86	196	33	24	161	0	0	66	33	0	12	4	267	1	74	52	3	0	39	75	77	212	6	113	115	68	26	80	65	70	262	39	31	6	42	25	2	0	0	41	11	62	59	55	36	6	1	110	13	12	59	39	18	13	16	77	21	12	152	12	30	54	120	28	0	50	53	8	75	13	2	105	5	48	12	144	0	9	14	2	4	16	15	43	227	27	48	18	104	23	10	56	0	23	151	1	99	0
Otu104	0	51	0	0	0	20	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	41	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	865	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	12	0	0	0	0	45	39	0	0	1	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	1060	0	0	0	0	0	0	0	0	0	1	0	0	0	0	47	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	594	0	0
Otu106	12	0	0	24	6	74	154	0	0	5	0	0	26	127	0	0	27	0	0	0	0	24	0	52	0	0	0	0	0	16	128	0	0	0	0	0	0	18	137	8	0	0	16	39	39	46	48	0	41	0	40	5	0	118	221	43	0	48	92	2	0	3	3	0	0	0	3	0	0	0	131	42	0	68	0	0	0	0	0	27	0	0	86	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	110	236
Otu107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0
Otu109	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	4	324	0	179	0	0	168	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Otu110	0	24	0	217	3	0	142	0	192	0	0	82	132	2	0	52	83	0	0	1	23	0	0	90	0	0	0	0	210	0	0	0	0	129	0	75	0	37	0	0	0	0	12	0	91	0	0	0	3	0	12	35	0	8	20	7	0	0	0	16	25	10	0	0	0	0	0	48	0	0	12	86	203	0	48	0	0	43	0	59	45	38	31	2	13	71	0	0	0	38	17	0	30	84	44	0	238	0	0	0	0	0	0	0	0	0	0	19	26	0	0	0	0	16
Otu111	5	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	29	0	0	0	0	5	0	0	0	0	0	0	0	18	0	0	0	113	0	0	0	0	0	0	0	0	17	1	0	0	0	0	0	4	0	0	0	163	0	111	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
